hospitalname,category,serviceCode,serviceName,servicePrice,state
Frye Regional Medical Center,Microbiology,HCPCS 87177,Smear for Parasites,$74.92,NC
Frye Regional Medical Center,Microbiology,HCPCS 87206,Special stain for microorganism; special stain for parasites,$33.20,NC
Frye Regional Medical Center,Microbiology,HCPCS 87045,Stool Culture,$52.17,NC
Frye Regional Medical Center,Microbiology,HCPCS 87880,Streptoccus,$71.40,NC
Frye Regional Medical Center,Microbiology,HCPCS 87804,Test for Influenza Virus,$23.70,NC
Frye Regional Medical Center,Microbiology,HCPCS 86780,Treponema pallidum antibody test,$97.04,NC
Frye Regional Medical Center,Microbiology,HCPCS 86787,Varicella-zoster virus antibody test,$46.84,NC
Frye Regional Medical Center,Molecular pathology,HCPCS 81256,Gene analysis (hemochromatosis) common variants,$200.46,NC
Frye Regional Medical Center,Organ or Disease Oriented Panels,HCPCS 80074,Acute hepatitis panel,$101.53,NC
Frye Regional Medical Center,Organ or Disease Oriented Panels,HCPCS 80048,Basic metabolic panel,$69.22,NC
Frye Regional Medical Center,Organ or Disease Oriented Panels,HCPCS 80053,"Blood test, comprehensive group of blood chemicals",$99.98,NC
Frye Regional Medical Center,Organ or Disease Oriented Panels,HCPCS 80061,"Blood test, lipids (cholesterol and triglycerides)",$55.37,NC
Frye Regional Medical Center,Organ or Disease Oriented Panels,HCPCS 80069,Kidney Function Blood Test Panel,$75.37,NC
Frye Regional Medical Center,Organ or Disease Oriented Panels,HCPCS 80076,Liver function blood test panel,$86.90,NC
Frye Regional Medical Center,Organ or Disease Oriented Panels,HCPCS 80055,Obstetric blood test panel,$317.88,NC
Frye Regional Medical Center,Surgical Pathology,HCPCS 88312,Special Stain for Microorganism; Gram or Glemsa Stain,$94.94,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80299,Cortisol (hormone) measurement,$75.24,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80158,Cyclosporine level,$78.38,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80162,Digoxin level,$69.76,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80307,Drug Test(s) by Chemistry Analyzer,$212.45,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80177,Levetiracetam level,$78.38,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80178,Lithium Level,$40.76,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80184,Phenobarbital level,$74.46,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80185,Phenytoin level,$46.24,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80197,Tacrolimus Level,$149.71,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80164,Valproic acid level,$44.69,NC
Frye Regional Medical Center,Therapeutic Drug Assays,HCPCS 80202,Vancomycin (antibiotic) level,$53.30,NC
Frye Regional Medical Center,Transfusion,HCPCS 86900,"Blood Typing, ABO",$32.14,NC
Frye Regional Medical Center,Transfusion,HCPCS 86901,"Blood Typing, Rh (D)",$36.06,NC
Frye Regional Medical Center,Transfusion,HCPCS 86922,Blood Unit Compatibility Test; Antiglobulin Technique,$99.55,NC
Frye Regional Medical Center,Transfusion,HCPCS 86945,"Irradiation blood product, each unit",$68.97,NC
Frye Regional Medical Center,Transfusion,HCPCS 86880,Red blood cell (RBC) antibody detection test,$11.75,NC
Frye Regional Medical Center,Transfusion,HCPCS 86906,Screening test for compatible blood unit,$39.19,NC
Frye Regional Medical Center,Transfusion,HCPCS 86850,Screening test for red blood cell (RBC) antibodies,$48.59,NC
Frye Regional Medical Center,Urinalysis,HCPCS 81003,"Urinalysis, Automated Test",$10.04,NC
Frye Regional Medical Center,Urinalysis,HCPCS 81002,"Urinalysis, Automated Test",$27.74,NC
Frye Regional Medical Center,Urinalysis,HCPCS 81001,"Urinalysis with Examination, using Microscope",$29.13,NC
Frye Regional Medical Center,Urinalysis,HCPCS 81025,Urine Pregnancy Test,$47.17,NC
Frye Regional Medical Center,Cardiovascular,HCPCS 93015,"Cardiovascular stress test, with interpretation and report",$70.00,NC
Frye Regional Medical Center,Cardiovascular,HCPCS 93017,"Cardiovascular stress test, without interpretation and report",$415.64,NC
Frye Regional Medical Center,Cardiovascular,HCPCS 93000,"Electrocardiogram, routine, with interpretation and report",$17.00,NC
Frye Regional Medical Center,Cardiovascular,HCPCS 93005,"Electrocardiogram, tracing only, without interpretation and report",$99.88,NC
Frye Regional Medical Center,Cardiovascular,HCPCS 93041,Heart rhythm symptom-related tracing of 24-hour EKG monitoring up to 30 days,$6.00,NC
Frye Regional Medical Center,Cardiovascular,HCPCS 93226,Holter Testing - 48-Hour EKG,$537.28,NC
Frye Regional Medical Center,Cardiovascular,HCPCS 93010,Routine 12 Lead EKG with report,$9.00,NC
Frye Regional Medical Center,Cardiovascular,HCPCS 93660,Tilt table test to evaluate heart (for unexplained fainting),$886.41,NC
Frye Regional Medical Center,Cardiovascular,HCPCS 93975,Ultrasound Heart,$463.87,NC
Frye Regional Medical Center,Pulmonary,HCPCS 94729,Blood osmolality (concentration) measurement,$280.61,NC
Frye Regional Medical Center,Pulmonary,HCPCS 94640,Nebulizer Treatment,$37.60,NC
Frye Regional Medical Center,Pulmonary,HCPCS 94618,Pulmonary stress test,$178.19,NC
Frye Regional Medical Center,Pulmonary,HCPCS 94010,Spirometry - breathing test,$154.72,NC
Frye Regional Medical Center,Sleep,HCPCS 95810,Sleep study,"$1,704.85",NC
Frye Regional Medical Center,Breast,HCPCS 77063,3D Mammogram Screening (Tomosynthesis),$38.28,NC
Frye Regional Medical Center,Breast,HCPCS 77065,"Diagnostic mammography, unilateral",$399.64,NC
Frye Regional Medical Center,Breast,HCPCS 77067,Mammogram Screening,$372.44,NC
Frye Regional Medical Center,Breast,HCPCS 77066,Mammography of both breasts,$465.45,NC
Frye Regional Medical Center,CT Scan,HCPCS 71275,CT Angiogram Chest with and without Contrast,"$1,754.04",NC
Frye Regional Medical Center,CT Scan,HCPCS 74150,CT scan Abdomen without Contrast,"$1,057.77",NC
Frye Regional Medical Center,CT Scan,HCPCS 70450,"CT scan, head or brain, without contrast","$1,254.92",NC
Frye Regional Medical Center,CT Scan,HCPCS 70486,"CT scan, maxillofacial area; without contrast material","$1,199.14",NC
Frye Regional Medical Center,CT Scan,HCPCS 74178,CT scan of abdomen & pelvis with and without contrast material,"$3,247.98",NC
Frye Regional Medical Center,CT Scan,HCPCS 74177,CT scan of abdomen & pelvis with contrast material,"$2,541.27",NC
Frye Regional Medical Center,CT Scan,HCPCS 74176,CT scan of abdomen & pelvis without contrast material,"$2,115.55",NC
Frye Regional Medical Center,CT Scan,HCPCS 74160,CT scan of abdomen with contrast material,"$1,464.32",NC
Frye Regional Medical Center,CT Scan,HCPCS 74170,CT scan of abdomen without & with contrast material,"$1,732.25",NC
Frye Regional Medical Center,CT Scan,HCPCS 71260,"CT Scan of thorax, with contrast material","$1,505.26",NC
Frye Regional Medical Center,CT Scan,HCPCS 71250,"CT Scan of thorax, without contrast material","$1,088.47",NC
Frye Regional Medical Center,CT Scan,HCPCS 72193,"CT scan, pelvis, with contrast","$1,346.18",NC
Frye Regional Medical Center,CT Scan,HCPCS 70491,"CT scan, soft tissue neck; with contrast material(s)","$1,890.57",NC
Frye Regional Medical Center,MRA,HCPCS 70544,"Magnetic resonance angiography, head; without contrast material(s)","$1,789.06",NC
Frye Regional Medical Center,MRI,HCPCS 72146,MRI chest spine without contrast material,"$1,568.40",NC
Frye Regional Medical Center,MRI,HCPCS 72148,MRI lumbar spine without contrast material,"$1,611.49",NC
Frye Regional Medical Center,MRI,HCPCS 72158,MRI lumbar spine without & with contrast material,"$2,342.09",NC
Frye Regional Medical Center,MRI,HCPCS 72141,MRI neck spine without contrast material,"$2,057.37",NC
Frye Regional Medical Center,MRI,HCPCS 72156,MRI neck spine without & with contrast material,"$2,576.30",NC
Frye Regional Medical Center,MRI,HCPCS 74183,MRI of abdomen without & with contrast material,"$2,255.89",NC
Frye Regional Medical Center,MRI,HCPCS 73221,MRI of upper extremity joint; without contrast material,"$1,900.57",NC
Frye Regional Medical Center,MRI,HCPCS 70553,MRI scan of brain before and after contrast,"$2,603.55",NC
Frye Regional Medical Center,MRI,HCPCS 70551,MRI scan of brain (including brain stem); without contrast material,"$1,791.40",NC
Frye Regional Medical Center,MRI,HCPCS 73721,MRI scan of leg joint,"$2,417.25",NC
Frye Regional Medical Center,Ultrasound,HCPCS 76805,"Abdominal ultrasound of pregnant uterus, first trimester",$397.03,NC
Frye Regional Medical Center,Ultrasound,HCPCS 76506,Ultrasound Blood Flow Outside the Brain,$397.03,NC
Frye Regional Medical Center,Ultrasound,HCPCS 76770,"Ultrasound exam of abdomenal back wall, complete",$417.28,NC
Frye Regional Medical Center,Ultrasound,HCPCS 76536,Ultrasound exam of head and neck,$398.04,NC
Frye Regional Medical Center,Ultrasound,HCPCS 76942,Ultrasound guidance for biopsy,$291.70,NC
Frye Regional Medical Center,Ultrasound,HCPCS 76700,"Ultrasound of abdomen, complete",$498.31,NC
Frye Regional Medical Center,Ultrasound,HCPCS 76705,"Ultrasound of abdomen, limited",$411.22,NC
Frye Regional Medical Center,Ultrasound,HCPCS 76857,Ultrasound of pelvis,$462.86,NC
Frye Regional Medical Center,Ultrasound,HCPCS 76856,"Ultrasound, pelvic, complete",$416.27,NC
Frye Regional Medical Center,Ultrasound,HCPCS 76830,"Ultrasound, transvaginal",$378.79,NC
Frye Regional Medical Center,Ultrasound,HCPCS 76881,Ultrasound Veins of Both Arms or Legs,$428.30,NC
Frye Regional Medical Center,Abdomenal,HCPCS 52204,Biopsy of the bladder using an endoscope,"$1,415.73",NC
Frye Regional Medical Center,Abdomenal,HCPCS 47562,Cholecystectomy,$711.00,NC
Frye Regional Medical Center,Abdomenal,HCPCS 47563,Cholecystectomy with cholangiography,$774.00,NC
Frye Regional Medical Center,Abdomenal,HCPCS 52353,Crushing of stone in urinary duct (ureter) using an endoscope,$411.00,NC
Frye Regional Medical Center,Abdomenal,HCPCS 52356,Crushing of stone in urinary duct (ureter) with stent using an endoscope,$435.00,NC
Frye Regional Medical Center,Abdomenal,HCPCS 52000,Diagnostic examination of the bladder and bladder canal (urethra) using an endoscope,$286.33,NC
Frye Regional Medical Center,Abdomenal,HCPCS 49505,Inguinal hernia repair (age over 5),$560.00,NC
Frye Regional Medical Center,Abdomenal,HCPCS 51702,Insertion of Indwelling Bladder Catheter,$162.19,NC
Frye Regional Medical Center,Abdomenal,HCPCS 51701,Insertion of temporary bladder catheter,$94.40,NC
Frye Regional Medical Center,Abdomenal,HCPCS 52648,Laser vaporization of prostate using an endoscope,"$1,673.00",NC
Frye Regional Medical Center,Abdomenal,HCPCS 44970,Removal of appendix using an endoscope (Outpatient),$647.00,NC
Frye Regional Medical Center,Abdomenal,HCPCS 52601,Removal of prostate through bladder canal (urethra) using an endoscope,$762.00,NC
Frye Regional Medical Center,Abdomenal,HCPCS 49650,Repair of groin hernia using an endoscope,$461.00,NC
Frye Regional Medical Center,Abdomenal,HCPCS 49654,Repair of incisional hernia using an endoscope,$914.00,NC
Frye Regional Medical Center,Abdomenal,HCPCS 49653,Repair of trapped hernia using an endoscope,"$1,004.00",NC
Frye Regional Medical Center,Abdomenal,HCPCS 50590,Shock wave crushing of kidney stones,"$6,390.37",NC
Frye Regional Medical Center,Abdomenal,HCPCS 49507,Trapped inguinal hernia repair (age over 5),$631.00,NC
Frye Regional Medical Center,Abdomenal,HCPCS 49585,Umbilical hernia repair (age over 5),$477.00,NC
Frye Regional Medical Center,Breast,HCPCS 19101,Biopsy of breast,$345.00,NC
Frye Regional Medical Center,Breast,HCPCS 19325,Breast enlargement using prosthetic implant,$675.00,NC
Frye Regional Medical Center,Breast,HCPCS 19125,Excision of breast lesion,$584.00,NC
Frye Regional Medical Center,Breast,HCPCS 19120,Excision of cyst of breast,"$1,946.63",NC
Frye Regional Medical Center,Breast,HCPCS 19301,Partial removal of breast,$705.00,NC
Frye Regional Medical Center,Breast,HCPCS 19318,Reduction mammaplasty,"$1,153.00",NC
Frye Regional Medical Center,Breast,HCPCS 19307,Removal of breast and underarm lymph nodes,"$1,291.00",NC
Frye Regional Medical Center,Breast,HCPCS 19303,Total removal of breast,"$1,030.00",NC
Frye Regional Medical Center,Cardiac,HCPCS 33249,Defibrillator complete system,$984.00,NC
Frye Regional Medical Center,Cardiac,HCPCS 33240,Defibrillator generator,$391.00,NC
Frye Regional Medical Center,Cardiac,HCPCS 93452,Diagnostic heart catheterization,$905.00,NC
Frye Regional Medical Center,Cardiac,HCPCS 93451,Diagnostic heart catheterization (right side),$829.00,NC
Frye Regional Medical Center,Cardiac,HCPCS 93320,"Doppler ultrasound of heart blood flow, valves, and chambers",$283.63,NC
Frye Regional Medical Center,Cardiac,HCPCS 33228,Replacement of dual lead permanent pacemaker pulse generator,$379.00,NC
Frye Regional Medical Center,Digestive,HCPCS 45378,"Colonoscopy, diagnostic",$333.00,NC
Frye Regional Medical Center,Digestive,HCPCS 45380,"Colonoscopy, with biopsy",$426.00,NC
Frye Regional Medical Center,Digestive,HCPCS 45384,"Colonoscopy, with tumor removal",$477.00,NC
Frye Regional Medical Center,Digestive,HCPCS 45385,"Colonoscopy, with tumor removal (SNARE)",$448.00,NC
Frye Regional Medical Center,Digestive,HCPCS 43235,EGD,$280.00,NC
Frye Regional Medical Center,Digestive,HCPCS 43239,EGD and biopsy,$371.00,NC
Frye Regional Medical Center,Digestive,HCPCS 43775,Gastric Sleeve (Outpatient),"$1,220.00",NC
Frye Regional Medical Center,Digestive,HCPCS 46255,Removal of internal and external hemorrhoids,$531.00,NC
Frye Regional Medical Center,Digestive,HCPCS 46260,Removal of multiple internal and external hemorrhoid groups,$504.00,NC
Frye Regional Medical Center,Digestive,HCPCS 45391,Ultrasound of lower large bowel using an endoscope,$269.00,NC
Frye Regional Medical Center,Foot,HCPCS 28296,Bunionectomy or repair of toe deformities,$918.00,NC
Frye Regional Medical Center,General,HCPCS 55700,Biopsy of prostate gland,$589.20,NC
Frye Regional Medical Center,General,HCPCS 10060,Drainage of Abscess,$220.16,NC
Frye Regional Medical Center,General,HCPCS 10120,"Incision and removal of foreign body, subcutaneous tissues; simple",$512.61,NC
Frye Regional Medical Center,General,HCPCS 55866,Prostatectomy,"$1,512.00",NC
Frye Regional Medical Center,General,HCPCS 69200,Removal of foreign body from ear canal,$193.06,NC
Frye Regional Medical Center,General,HCPCS 60240,Removal of thyroid,$975.00,NC
Frye Regional Medical Center,General,HCPCS 12002,Repair of Wound (2.6 to 7.5 centimeters),$233.59,NC
Frye Regional Medical Center,General,HCPCS 12005,Repair of Wound (7.6 to 12.5 cm),$176.00,NC
Frye Regional Medical Center,General,HCPCS 12011,"Simple wound repair of face, including ears; 2.5 cm or less",$113.00,NC
Frye Regional Medical Center,General,HCPCS 12001,"Simple wound repair of scalp, neck, external genitalia; 2.5 cm or less",$205.21,NC
Frye Regional Medical Center,Head,HCPCS 69436,Create eardrum opening,$161.00,NC
Frye Regional Medical Center,Head,HCPCS 69930,Implantation of cochlear device,"$1,251.00",NC
Frye Regional Medical Center,Head,HCPCS 67028,Injection of drug into the eye,$102.00,NC
Frye Regional Medical Center,Head,HCPCS 69631,Repair of eardrum,$893.00,NC
Frye Regional Medical Center,Intraoral,HCPCS 42826,Tonsil removal (patient 12 and over),$259.00,NC
Frye Regional Medical Center,Intraoral,HCPCS 42820,Tonsil removal (patient under 12),$298.00,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 26770,Closed treatment of dislocated finger joint with manipulation,$291.00,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 62323,Injection of substance into spinal canal of lower back or sacrum using imaging guidance,"$1,763.70",NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 62321,Injection of substance into spinal canal of upper or middle back using imaging guidance,$504.77,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 64483,Injections of anesthetic and/or steroid drug into lower or sacral spine nerve root using imaging guidance,$990.21,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 27200,Insertion of Breathing Tube Using an Endoscope,$194.00,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 20610,Joint arthrocentesis,$388.35,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 29881,Knee arthroscopic cartilage removal,$565.00,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 29877,Knee arthroscopic chrondoplasty,$650.00,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 63685,Neurostimulator pulse generator,$813.38,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 29824,Shoulder arthroscopy,$705.00,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 29826,Shoulder arthroscopy with bone shaving,$186.00,NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 22612,Spine arthrodesis,"$1,706.00",NC
Frye Regional Medical Center,Musculoskeletal,HCPCS 29580,"Strapping, Unna boot",$173.93,NC
Frye Regional Medical Center,Obstetrics,HCPCS 58571,Abdominal removal of uterus with removal of tubes and/or ovaries using an endoscope,$945.00,NC
Frye Regional Medical Center,Obstetrics,HCPCS 58558,Biopsy and/or removal of polyp of the uterus using an endoscope,"$1,622.19",NC
Frye Regional Medical Center,Obstetrics,HCPCS 58662,Destruction or removal of ovary or pelvic growths using an endoscope,$754.00,NC
Frye Regional Medical Center,Obstetrics,HCPCS 58661,Removal of ovaries and/or tubes using an endoscope,$690.00,NC
Frye Regional Medical Center,Obstetrics,HCPCS 58545,Removal of uterine fibroid tumors using an endoscope,$953.00,NC
